Edad;Unidad;Sexo;Periodo;Total
De 25 a 29 años;Porcentaje;Hombres;2010T2;15,0
De 25 a 29 años;Porcentaje;Hombres;2010T1;16,1
De 25 a 29 años;Porcentaje;Mujeres;2025T3;11,1
De 25 a 29 años;Porcentaje;Mujeres;2025T2;10,5
De 25 a 29 años;Porcentaje;Mujeres;2025T1;11,1
De 25 a 29 años;Porcentaje;Mujeres;2024T4;11,7
De 25 a 29 años;Porcentaje;Mujeres;2024T3;11,5
De 25 a 29 años;Porcentaje;Mujeres;2024T2;10,9
De 25 a 29 años;Porcentaje;Mujeres;2024T1;11,0
De 25 a 29 años;Porcentaje;Mujeres;2023T4;11,7
De 25 a 29 años;Porcentaje;Mujeres;2023T3;11,7
De 25 a 29 años;Porcentaje;Mujeres;2023T2;9,5
De 25 a 29 años;Porcentaje;Mujeres;2023T1;10,5
De 25 a 29 años;Porcentaje;Mujeres;2022T4;10,6
De 25 a 29 años;Porcentaje;Mujeres;2022T3;12,0
De 25 a 29 años;Porcentaje;Mujeres;2022T2;9,5
De 25 a 29 años;Porcentaje;Mujeres;2022T1;10,9
De 25 a 29 años;Porcentaje;Mujeres;2021T4;11,0
De 25 a 29 años;Porcentaje;Mujeres;2021T3;11,7
De 25 a 29 años;Porcentaje;Mujeres;2021T2;12,3
De 25 a 29 años;Porcentaje;Mujeres;2021T1;13,3
De 25 a 29 años;Porcentaje;Mujeres;2020T4;12,6
De 25 a 29 años;Porcentaje;Mujeres;2020T3;13,5
De 25 a 29 años;Porcentaje;Mujeres;2020T2;13,6
De 25 a 29 años;Porcentaje;Mujeres;2020T1;11,9
De 25 a 29 años;Porcentaje;Mujeres;2019T4;11,6
De 25 a 29 años;Porcentaje;Mujeres;2019T3;11,3
De 25 a 29 años;Porcentaje;Mujeres;2019T2;10,8
De 25 a 29 años;Porcentaje;Mujeres;2019T1;11,1
De 25 a 29 años;Porcentaje;Mujeres;2018T4;11,3
De 25 a 29 años;Porcentaje;Mujeres;2018T3;12,2
De 25 a 29 años;Porcentaje;Mujeres;2018T2;12,3
De 25 a 29 años;Porcentaje;Mujeres;2018T1;12,3
De 25 a 29 años;Porcentaje;Mujeres;2017T4;11,9
De 25 a 29 años;Porcentaje;Mujeres;2017T3;13,0
De 25 a 29 años;Porcentaje;Mujeres;2017T2;12,4
De 25 a 29 años;Porcentaje;Mujeres;2017T1;12,1
De 25 a 29 años;Porcentaje;Mujeres;2016T4;12,1
De 25 a 29 años;Porcentaje;Mujeres;2016T3;12,1
De 25 a 29 años;Porcentaje;Mujeres;2016T2;11,9
De 25 a 29 años;Porcentaje;Mujeres;2016T1;12,6
De 25 a 29 años;Porcentaje;Mujeres;2015T4;11,6
De 25 a 29 años;Porcentaje;Mujeres;2015T3;12,4
De 25 a 29 años;Porcentaje;Mujeres;2015T2;11,8
De 25 a 29 años;Porcentaje;Mujeres;2015T1;12,5
De 25 a 29 años;Porcentaje;Mujeres;2014T4;12,3
De 25 a 29 años;Porcentaje;Mujeres;2014T3;12,4
De 25 a 29 años;Porcentaje;Mujeres;2014T2;12,6
De 25 a 29 años;Porcentaje;Mujeres;2014T1;13,1
De 25 a 29 años;Porcentaje;Mujeres;2013T4;12,7
De 25 a 29 años;Porcentaje;Mujeres;2013T3;12,9
De 25 a 29 años;Porcentaje;Mujeres;2013T2;13,6
De 25 a 29 años;Porcentaje;Mujeres;2013T1;14,2
De 25 a 29 años;Porcentaje;Mujeres;2012T4;14,2
De 25 a 29 años;Porcentaje;Mujeres;2012T3;13,6
De 25 a 29 años;Porcentaje;Mujeres;2012T2;13,1
De 25 a 29 años;Porcentaje;Mujeres;2012T1;13,6
De 25 a 29 años;Porcentaje;Mujeres;2011T4;13,9
De 25 a 29 años;Porcentaje;Mujeres;2011T3;13,9
De 25 a 29 años;Porcentaje;Mujeres;2011T2;14,6
De 25 a 29 años;Porcentaje;Mujeres;2011T1;14,9
De 25 a 29 años;Porcentaje;Mujeres;2010T4;15,3
De 25 a 29 años;Porcentaje;Mujeres;2010T3;15,5
De 25 a 29 años;Porcentaje;Mujeres;2010T2;14,7
De 25 a 29 años;Porcentaje;Mujeres;2010T1;15,6
De 30 a 34 años;Valor absoluto;Ambos sexos;2025T3;243,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2025T2;227,2
De 30 a 34 años;Valor absoluto;Ambos sexos;2025T1;263,4
De 30 a 34 años;Valor absoluto;Ambos sexos;2024T4;249,2
De 30 a 34 años;Valor absoluto;Ambos sexos;2024T3;280,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2024T2;290,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2024T1;290,2
De 30 a 34 años;Valor absoluto;Ambos sexos;2023T4;295,9
De 30 a 34 años;Valor absoluto;Ambos sexos;2023T3;292,4
De 30 a 34 años;Valor absoluto;Ambos sexos;2023T2;277,5
De 30 a 34 años;Valor absoluto;Ambos sexos;2023T1;336,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2022T4;308,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2022T3;295,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2022T2;301,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2022T1;324,7
De 30 a 34 años;Valor absoluto;Ambos sexos;2021T4;332,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2021T3;355,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2021T2;387,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2021T1;403,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2020T4;413,5
De 30 a 34 años;Valor absoluto;Ambos sexos;2020T3;432,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2020T2;393,9
De 30 a 34 años;Valor absoluto;Ambos sexos;2020T1;358,4
De 30 a 34 años;Valor absoluto;Ambos sexos;2019T4;342,5
De 30 a 34 años;Valor absoluto;Ambos sexos;2019T3;348,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2019T2;334,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2019T1;344,4
De 30 a 34 años;Valor absoluto;Ambos sexos;2018T4;365,4
De 30 a 34 años;Valor absoluto;Ambos sexos;2018T3;370,2
De 30 a 34 años;Valor absoluto;Ambos sexos;2018T2;364,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2018T1;414,9
De 30 a 34 años;Valor absoluto;Ambos sexos;2017T4;423,7
De 30 a 34 años;Valor absoluto;Ambos sexos;2017T3;397,6
De 30 a 34 años;Valor absoluto;Ambos sexos;2017T2;426,2
De 30 a 34 años;Valor absoluto;Ambos sexos;2017T1;455,9
De 30 a 34 años;Valor absoluto;Ambos sexos;2016T4;487,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2016T3;495,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2016T2;533,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2016T1;564,4
De 30 a 34 años;Valor absoluto;Ambos sexos;2015T4;566,6
De 30 a 34 años;Valor absoluto;Ambos sexos;2015T3;576,6
De 30 a 34 años;Valor absoluto;Ambos sexos;2015T2;644,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2015T1;714,6
De 30 a 34 años;Valor absoluto;Ambos sexos;2014T4;698,7
De 30 a 34 años;Valor absoluto;Ambos sexos;2014T3;692,2
De 30 a 34 años;Valor absoluto;Ambos sexos;2014T2;730,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2014T1;803,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2013T4;823,0
De 30 a 34 años;Valor absoluto;Ambos sexos;2013T3;808,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2013T2;819,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2013T1;885,6
De 30 a 34 años;Valor absoluto;Ambos sexos;2012T4;878,9
De 30 a 34 años;Valor absoluto;Ambos sexos;2012T3;833,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2012T2;814,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2012T1;825,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2011T4;781,8
De 30 a 34 años;Valor absoluto;Ambos sexos;2011T3;729,3
De 30 a 34 años;Valor absoluto;Ambos sexos;2011T2;741,7
De 30 a 34 años;Valor absoluto;Ambos sexos;2011T1;755,5
De 30 a 34 años;Valor absoluto;Ambos sexos;2010T4;705,1
De 30 a 34 años;Valor absoluto;Ambos sexos;2010T3;682,7
De 30 a 34 años;Valor absoluto;Ambos sexos;2010T2;688,9
De 30 a 34 años;Valor absoluto;Ambos sexos;2010T1;704,8
De 30 a 34 años;Valor absoluto;Hombres;2025T3;119,2
De 30 a 34 años;Valor absoluto;Hombres;2025T2;117,9
De 30 a 34 años;Valor absoluto;Hombres;2025T1;131,7
De 30 a 34 años;Valor absoluto;Hombres;2024T4;122,1
De 30 a 34 años;Valor absoluto;Hombres;2024T3;139,7
De 30 a 34 años;Valor absoluto;Hombres;2024T2;146,5
De 30 a 34 años;Valor absoluto;Hombres;2024T1;144,7
De 30 a 34 años;Valor absoluto;Hombres;2023T4;132,7
De 30 a 34 años;Valor absoluto;Hombres;2023T3;128,4
De 30 a 34 años;Valor absoluto;Hombres;2023T2;131,4
De 30 a 34 años;Valor absoluto;Hombres;2023T1;155,1
De 30 a 34 años;Valor absoluto;Hombres;2022T4;151,2
De 30 a 34 años;Valor absoluto;Hombres;2022T3;130,6
De 30 a 34 años;Valor absoluto;Hombres;2022T2;147,0
De 30 a 34 años;Valor absoluto;Hombres;2022T1;156,8
De 30 a 34 años;Valor absoluto;Hombres;2021T4;171,9
De 30 a 34 años;Valor absoluto;Hombres;2021T3;174,0
De 30 a 34 años;Valor absoluto;Hombres;2021T2;184,2
De 30 a 34 años;Valor absoluto;Hombres;2021T1;199,4
De 30 a 34 años;Valor absoluto;Hombres;2020T4;186,7
De 30 a 34 años;Valor absoluto;Hombres;2020T3;203,5
De 30 a 34 años;Valor absoluto;Hombres;2020T2;196,7
De 30 a 34 años;Valor absoluto;Hombres;2020T1;160,4
De 30 a 34 años;Valor absoluto;Hombres;2019T4;153,7
De 30 a 34 años;Valor absoluto;Hombres;2019T3;149,6
De 30 a 34 años;Valor absoluto;Hombres;2019T2;141,5
De 30 a 34 años;Valor absoluto;Hombres;2019T1;152,9
De 30 a 34 años;Valor absoluto;Hombres;2018T4;174,7
De 30 a 34 años;Valor absoluto;Hombres;2018T3;168,4
De 30 a 34 años;Valor absoluto;Hombres;2018T2;158,5
De 30 a 34 años;Valor absoluto;Hombres;2018T1;192,4
De 30 a 34 años;Valor absoluto;Hombres;2017T4;202,7
De 30 a 34 años;Valor absoluto;Hombres;2017T3;190,3
De 30 a 34 años;Valor absoluto;Hombres;2017T2;212,5
De 30 a 34 años;Valor absoluto;Hombres;2017T1;214,9
De 30 a 34 años;Valor absoluto;Hombres;2016T4;236,8
De 30 a 34 años;Valor absoluto;Hombres;2016T3;241,3
De 30 a 34 años;Valor absoluto;Hombres;2016T2;253,0
De 30 a 34 años;Valor absoluto;Hombres;2016T1;268,2
De 30 a 34 años;Valor absoluto;Hombres;2015T4;263,3
De 30 a 34 años;Valor absoluto;Hombres;2015T3;284,0
De 30 a 34 años;Valor absoluto;Hombres;2015T2;316,9
De 30 a 34 años;Valor absoluto;Hombres;2015T1;355,8
De 30 a 34 años;Valor absoluto;Hombres;2014T4;350,4
De 30 a 34 años;Valor absoluto;Hombres;2014T3;349,0
De 30 a 34 años;Valor absoluto;Hombres;2014T2;370,0
De 30 a 34 años;Valor absoluto;Hombres;2014T1;399,1
De 30 a 34 años;Valor absoluto;Hombres;2013T4;418,4
De 30 a 34 años;Valor absoluto;Hombres;2013T3;417,3
De 30 a 34 años;Valor absoluto;Hombres;2013T2;423,7
De 30 a 34 años;Valor absoluto;Hombres;2013T1;470,8
De 30 a 34 años;Valor absoluto;Hombres;2012T4;482,6
De 30 a 34 años;Valor absoluto;Hombres;2012T3;446,5
De 30 a 34 años;Valor absoluto;Hombres;2012T2;450,4
De 30 a 34 años;Valor absoluto;Hombres;2012T1;448,5
De 30 a 34 años;Valor absoluto;Hombres;2011T4;424,4
De 30 a 34 años;Valor absoluto;Hombres;2011T3;395,3
De 30 a 34 años;Valor absoluto;Hombres;2011T2;389,1
De 30 a 34 años;Valor absoluto;Hombres;2011T1;398,7
De 30 a 34 años;Valor absoluto;Hombres;2010T4;383,4
De 30 a 34 años;Valor absoluto;Hombres;2010T3;360,8
De 30 a 34 años;Valor absoluto;Hombres;2010T2;378,7
De 30 a 34 años;Valor absoluto;Hombres;2010T1;389,7
De 30 a 34 años;Valor absoluto;Mujeres;2025T3;124,1
De 30 a 34 años;Valor absoluto;Mujeres;2025T2;109,4
De 30 a 34 años;Valor absoluto;Mujeres;2025T1;131,8
De 30 a 34 años;Valor absoluto;Mujeres;2024T4;127,1
De 30 a 34 años;Valor absoluto;Mujeres;2024T3;140,4
De 30 a 34 años;Valor absoluto;Mujeres;2024T2;143,5
De 30 a 34 años;Valor absoluto;Mujeres;2024T1;145,5
De 30 a 34 años;Valor absoluto;Mujeres;2023T4;163,2
De 30 a 34 años;Valor absoluto;Mujeres;2023T3;163,9
De 30 a 34 años;Valor absoluto;Mujeres;2023T2;146,1
De 30 a 34 años;Valor absoluto;Mujeres;2023T1;181,0
De 30 a 34 años;Valor absoluto;Mujeres;2022T4;157,7
De 30 a 34 años;Valor absoluto;Mujeres;2022T3;164,5
De 30 a 34 años;Valor absoluto;Mujeres;2022T2;154,1
De 30 a 34 años;Valor absoluto;Mujeres;2022T1;167,9
De 30 a 34 años;Valor absoluto;Mujeres;2021T4;160,2
De 30 a 34 años;Valor absoluto;Mujeres;2021T3;181,0
De 30 a 34 años;Valor absoluto;Mujeres;2021T2;202,8
De 30 a 34 años;Valor absoluto;Mujeres;2021T1;203,6
De 30 a 34 años;Valor absoluto;Mujeres;2020T4;226,8
De 30 a 34 años;Valor absoluto;Mujeres;2020T3;229,3
De 30 a 34 años;Valor absoluto;Mujeres;2020T2;197,2
De 30 a 34 años;Valor absoluto;Mujeres;2020T1;197,9
De 30 a 34 años;Valor absoluto;Mujeres;2019T4;188,9
De 30 a 34 años;Valor absoluto;Mujeres;2019T3;198,5
De 30 a 34 años;Valor absoluto;Mujeres;2019T2;192,6
De 30 a 34 años;Valor absoluto;Mujeres;2019T1;191,5
De 30 a 34 años;Valor absoluto;Mujeres;2018T4;190,7
De 30 a 34 años;Valor absoluto;Mujeres;2018T3;201,8
De 30 a 34 años;Valor absoluto;Mujeres;2018T2;205,5
De 30 a 34 años;Valor absoluto;Mujeres;2018T1;222,5
De 30 a 34 años;Valor absoluto;Mujeres;2017T4;221,0
De 30 a 34 años;Valor absoluto;Mujeres;2017T3;207,2
De 30 a 34 años;Valor absoluto;Mujeres;2017T2;213,7
De 30 a 34 años;Valor absoluto;Mujeres;2017T1;241,0
De 30 a 34 años;Valor absoluto;Mujeres;2016T4;251,0
De 30 a 34 años;Valor absoluto;Mujeres;2016T3;254,0
De 30 a 34 años;Valor absoluto;Mujeres;2016T2;280,8
De 30 a 34 años;Valor absoluto;Mujeres;2016T1;296,3
De 30 a 34 años;Valor absoluto;Mujeres;2015T4;303,4
De 30 a 34 años;Valor absoluto;Mujeres;2015T3;292,5
De 30 a 34 años;Valor absoluto;Mujeres;2015T2;327,9
De 30 a 34 años;Valor absoluto;Mujeres;2015T1;358,8
De 30 a 34 años;Valor absoluto;Mujeres;2014T4;348,3
De 30 a 34 años;Valor absoluto;Mujeres;2014T3;343,2
De 30 a 34 años;Valor absoluto;Mujeres;2014T2;360,3
De 30 a 34 años;Valor absoluto;Mujeres;2014T1;404,0
De 30 a 34 años;Valor absoluto;Mujeres;2013T4;404,6
De 30 a 34 años;Valor absoluto;Mujeres;2013T3;391,0
De 30 a 34 años;Valor absoluto;Mujeres;2013T2;396,2
De 30 a 34 años;Valor absoluto;Mujeres;2013T1;414,8
De 30 a 34 años;Valor absoluto;Mujeres;2012T4;396,3
De 30 a 34 años;Valor absoluto;Mujeres;2012T3;386,8
De 30 a 34 años;Valor absoluto;Mujeres;2012T2;363,9
De 30 a 34 años;Valor absoluto;Mujeres;2012T1;376,6
De 30 a 34 años;Valor absoluto;Mujeres;2011T4;357,4
De 30 a 34 años;Valor absoluto;Mujeres;2011T3;334,0
De 30 a 34 años;Valor absoluto;Mujeres;2011T2;352,5
De 30 a 34 años;Valor absoluto;Mujeres;2011T1;356,9
De 30 a 34 años;Valor absoluto;Mujeres;2010T4;321,6
De 30 a 34 años;Valor absoluto;Mujeres;2010T3;321,9
De 30 a 34 años;Valor absoluto;Mujeres;2010T2;310,2
De 30 a 34 años;Valor absoluto;Mujeres;2010T1;315,1
De 30 a 34 años;Porcentaje;Ambos sexos;2025T3;9,3
De 30 a 34 años;Porcentaje;Ambos sexos;2025T2;8,9
De 30 a 34 años;Porcentaje;Ambos sexos;2025T1;9,4
De 30 a 34 años;Porcentaje;Ambos sexos;2024T4;9,6
De 30 a 34 años;Porcentaje;Ambos sexos;2024T3;10,2
De 30 a 34 años;Porcentaje;Ambos sexos;2024T2;10,5
De 30 a 34 años;Porcentaje;Ambos sexos;2024T1;9,7
De 30 a 34 años;Porcentaje;Ambos sexos;2023T4;10,3
De 30 a 34 años;Porcentaje;Ambos sexos;2023T3;10,1
De 30 a 34 años;Porcentaje;Ambos sexos;2023T2;9,9
De 30 a 34 años;Porcentaje;Ambos sexos;2023T1;10,5
De 30 a 34 años;Porcentaje;Ambos sexos;2022T4;10,0
De 30 a 34 años;Porcentaje;Ambos sexos;2022T3;9,8
De 30 a 34 años;Porcentaje;Ambos sexos;2022T2;10,1
De 30 a 34 años;Porcentaje;Ambos sexos;2022T1;10,1
De 30 a 34 años;Porcentaje;Ambos sexos;2021T4;10,5
De 30 a 34 años;Porcentaje;Ambos sexos;2021T3;10,2
De 30 a 34 años;Porcentaje;Ambos sexos;2021T2;10,8
De 30 a 34 años;Porcentaje;Ambos sexos;2021T1;10,9
De 30 a 34 años;Porcentaje;Ambos sexos;2020T4;11,1
De 30 a 34 años;Porcentaje;Ambos sexos;2020T3;11,6
De 30 a 34 años;Porcentaje;Ambos sexos;2020T2;11,7
De 30 a 34 años;Porcentaje;Ambos sexos;2020T1;10,8
De 30 a 34 años;Porcentaje;Ambos sexos;2019T4;10,7
De 30 a 34 años;Porcentaje;Ambos sexos;2019T3;10,8
De 30 a 34 años;Porcentaje;Ambos sexos;2019T2;10,3
De 30 a 34 años;Porcentaje;Ambos sexos;2019T1;10,3
De 30 a 34 años;Porcentaje;Ambos sexos;2018T4;11,1
De 30 a 34 años;Porcentaje;Ambos sexos;2018T3;11,1
De 30 a 34 años;Porcentaje;Ambos sexos;2018T2;10,4
De 30 a 34 años;Porcentaje;Ambos sexos;2018T1;10,9
De 30 a 34 años;Porcentaje;Ambos sexos;2017T4;11,2
De 30 a 34 años;Porcentaje;Ambos sexos;2017T3;10,7
De 30 a 34 años;Porcentaje;Ambos sexos;2017T2;10,9
De 30 a 34 años;Porcentaje;Ambos sexos;2017T1;10,7
De 30 a 34 años;Porcentaje;Ambos sexos;2016T4;11,5
De 30 a 34 años;Porcentaje;Ambos sexos;2016T3;11,5
De 30 a 34 años;Porcentaje;Ambos sexos;2016T2;11,7
De 30 a 34 años;Porcentaje;Ambos sexos;2016T1;11,8
De 30 a 34 años;Porcentaje;Ambos sexos;2015T4;11,9
De 30 a 34 años;Porcentaje;Ambos sexos;2015T3;11,9
De 30 a 34 años;Porcentaje;Ambos sexos;2015T2;12,5
De 30 a 34 años;Porcentaje;Ambos sexos;2015T1;13,1
De 30 a 34 años;Porcentaje;Ambos sexos;2014T4;12,8
De 30 a 34 años;Porcentaje;Ambos sexos;2014T3;12,8
De 30 a 34 años;Porcentaje;Ambos sexos;2014T2;13,0
De 30 a 34 años;Porcentaje;Ambos sexos;2014T1;13,5
De 30 a 34 años;Porcentaje;Ambos sexos;2013T4;13,9
De 30 a 34 años;Porcentaje;Ambos sexos;2013T3;13,6
De 30 a 34 años;Porcentaje;Ambos sexos;2013T2;13,6
De 30 a 34 años;Porcentaje;Ambos sexos;2013T1;14,1
De 30 a 34 años;Porcentaje;Ambos sexos;2012T4;14,6
De 30 a 34 años;Porcentaje;Ambos sexos;2012T3;14,3
De 30 a 34 años;Porcentaje;Ambos sexos;2012T2;14,2
De 30 a 34 años;Porcentaje;Ambos sexos;2012T1;14,6
De 30 a 34 años;Porcentaje;Ambos sexos;2011T4;14,8
De 30 a 34 años;Porcentaje;Ambos sexos;2011T3;14,6
De 30 a 34 años;Porcentaje;Ambos sexos;2011T2;15,3
De 30 a 34 años;Porcentaje;Ambos sexos;2011T1;15,4
De 30 a 34 años;Porcentaje;Ambos sexos;2010T4;15,0
De 30 a 34 años;Porcentaje;Ambos sexos;2010T3;14,9
De 30 a 34 años;Porcentaje;Ambos sexos;2010T2;14,8
De 30 a 34 años;Porcentaje;Ambos sexos;2010T1;15,3
De 30 a 34 años;Porcentaje;Hombres;2025T3;10,1
De 30 a 34 años;Porcentaje;Hombres;2025T2;9,8
De 30 a 34 años;Porcentaje;Hombres;2025T1;10,0
De 30 a 34 años;Porcentaje;Hombres;2024T4;9,9
De 30 a 34 años;Porcentaje;Hombres;2024T3;10,7
De 30 a 34 años;Porcentaje;Hombres;2024T2;11,3
De 30 a 34 años;Porcentaje;Hombres;2024T1;10,3
De 30 a 34 años;Porcentaje;Hombres;2023T4;10,0
De 30 a 34 años;Porcentaje;Hombres;2023T3;9,7
De 30 a 34 años;Porcentaje;Hombres;2023T2;10,1
De 30 a 34 años;Porcentaje;Hombres;2023T1;10,6
De 30 a 34 años;Porcentaje;Hombres;2022T4;10,5
De 30 a 34 años;Porcentaje;Hombres;2022T3;9,5
De 30 a 34 años;Porcentaje;Hombres;2022T2;10,5
De 30 a 34 años;Porcentaje;Hombres;2022T1;10,4
De 30 a 34 años;Porcentaje;Hombres;2021T4;11,6
De 30 a 34 años;Porcentaje;Hombres;2021T3;10,6
De 30 a 34 años;Porcentaje;Hombres;2021T2;11,0
De 30 a 34 años;Porcentaje;Hombres;2021T1;11,5
De 30 a 34 años;Porcentaje;Hombres;2020T4;10,8
De 30 a 34 años;Porcentaje;Hombres;2020T3;11,6
De 30 a 34 años;Porcentaje;Hombres;2020T2;11,8
De 30 a 34 años;Porcentaje;Hombres;2020T1;10,3
De 30 a 34 años;Porcentaje;Hombres;2019T4;10,2
De 30 a 34 años;Porcentaje;Hombres;2019T3;10,0
De 30 a 34 años;Porcentaje;Hombres;2019T2;9,2
De 30 a 34 años;Porcentaje;Hombres;2019T1;9,7
De 30 a 34 años;Porcentaje;Hombres;2018T4;11,1
De 30 a 34 años;Porcentaje;Hombres;2018T3;10,5
De 30 a 34 años;Porcentaje;Hombres;2018T2;9,5
De 30 a 34 años;Porcentaje;Hombres;2018T1;10,5
De 30 a 34 años;Porcentaje;Hombres;2017T4;11,1
De 30 a 34 años;Porcentaje;Hombres;2017T3;10,5
De 30 a 34 años;Porcentaje;Hombres;2017T2;11,2
De 30 a 34 años;Porcentaje;Hombres;2017T1;10,3
De 30 a 34 años;Porcentaje;Hombres;2016T4;11,3
De 30 a 34 años;Porcentaje;Hombres;2016T3;11,3
De 30 a 34 años;Porcentaje;Hombres;2016T2;11,2
De 30 a 34 años;Porcentaje;Hombres;2016T1;11,3
De 30 a 34 años;Porcentaje;Hombres;2015T4;11,0
De 30 a 34 años;Porcentaje;Hombres;2015T3;11,6
De 30 a 34 años;Porcentaje;Hombres;2015T2;12,2
De 30 a 34 años;Porcentaje;Hombres;2015T1;12,7
De 30 a 34 años;Porcentaje;Hombres;2014T4;12,4
De 30 a 34 años;Porcentaje;Hombres;2014T3;12,5
De 30 a 34 años;Porcentaje;Hombres;2014T2;12,6
De 30 a 34 años;Porcentaje;Hombres;2014T1;12,8
De 30 a 34 años;Porcentaje;Hombres;2013T4;13,5
De 30 a 34 años;Porcentaje;Hombres;2013T3;13,2
De 30 a 34 años;Porcentaje;Hombres;2013T2;13,3
De 30 a 34 años;Porcentaje;Hombres;2013T1;14,0
De 30 a 34 años;Porcentaje;Hombres;2012T4;15,0
De 30 a 34 años;Porcentaje;Hombres;2012T3;14,2
De 30 a 34 años;Porcentaje;Hombres;2012T2;14,4
De 30 a 34 años;Porcentaje;Hombres;2012T1;14,7
De 30 a 34 años;Porcentaje;Hombres;2011T4;14,9
De 30 a 34 años;Porcentaje;Hombres;2011T3;14,7
De 30 a 34 años;Porcentaje;Hombres;2011T2;14,8
De 30 a 34 años;Porcentaje;Hombres;2011T1;15,1
De 30 a 34 años;Porcentaje;Hombres;2010T4;15,0
De 30 a 34 años;Porcentaje;Hombres;2010T3;14,5
De 30 a 34 años;Porcentaje;Hombres;2010T2;14,9
De 30 a 34 años;Porcentaje;Hombres;2010T1;15,2
De 30 a 34 años;Porcentaje;Mujeres;2025T3;8,7
De 30 a 34 años;Porcentaje;Mujeres;2025T2;8,1
De 30 a 34 años;Porcentaje;Mujeres;2025T1;8,9
De 30 a 34 años;Porcentaje;Mujeres;2024T4;9,3
De 30 a 34 años;Porcentaje;Mujeres;2024T3;9,7
De 30 a 34 años;Porcentaje;Mujeres;2024T2;9,9
De 30 a 34 años;Porcentaje;Mujeres;2024T1;9,3
De 30 a 34 años;Porcentaje;Mujeres;2023T4;10,7
De 30 a 34 años;Porcentaje;Mujeres;2023T3;10,5
De 30 a 34 años;Porcentaje;Mujeres;2023T2;9,7
De 30 a 34 años;Porcentaje;Mujeres;2023T1;10,5
De 30 a 34 años;Porcentaje;Mujeres;2022T4;9,6
De 30 a 34 años;Porcentaje;Mujeres;2022T3;9,9
De 30 a 34 años;Porcentaje;Mujeres;2022T2;9,7
De 30 a 34 años;Porcentaje;Mujeres;2022T1;9,9
De 30 a 34 años;Porcentaje;Mujeres;2021T4;9,6
De 30 a 34 años;Porcentaje;Mujeres;2021T3;9,9
De 30 a 34 años;Porcentaje;Mujeres;2021T2;10,6
De 30 a 34 años;Porcentaje;Mujeres;2021T1;10,3
De 30 a 34 años;Porcentaje;Mujeres;2020T4;11,4
De 30 a 34 años;Porcentaje;Mujeres;2020T3;11,7
De 30 a 34 años;Porcentaje;Mujeres;2020T2;11,6
De 30 a 34 años;Porcentaje;Mujeres;2020T1;11,3
De 30 a 34 años;Porcentaje;Mujeres;2019T4;11,2
De 30 a 34 años;Porcentaje;Mujeres;2019T3;11,6
De 30 a 34 años;Porcentaje;Mujeres;2019T2;11,4
De 30 a 34 años;Porcentaje;Mujeres;2019T1;10,7
De 30 a 34 años;Porcentaje;Mujeres;2018T4;11,0
De 30 a 34 años;Porcentaje;Mujeres;2018T3;11,8
De 30 a 34 años;Porcentaje;Mujeres;2018T2;11,3
De 30 a 34 años;Porcentaje;Mujeres;2018T1;11,4
De 30 a 34 años;Porcentaje;Mujeres;2017T4;11,4
De 30 a 34 años;Porcentaje;Mujeres;2017T3;10,8
De 30 a 34 años;Porcentaje;Mujeres;2017T2;10,6
De 30 a 34 años;Porcentaje;Mujeres;2017T1;11,1
De 30 a 34 años;Porcentaje;Mujeres;2016T4;11,7
De 30 a 34 años;Porcentaje;Mujeres;2016T3;11,6
De 30 a 34 años;Porcentaje;Mujeres;2016T2;12,1
De 30 a 34 años;Porcentaje;Mujeres;2016T1;12,3
De 30 a 34 años;Porcentaje;Mujeres;2015T4;12,7
De 30 a 34 años;Porcentaje;Mujeres;2015T3;12,2
De 30 a 34 años;Porcentaje;Mujeres;2015T2;12,8
De 30 a 34 años;Porcentaje;Mujeres;2015T1;13,6
De 30 a 34 años;Porcentaje;Mujeres;2014T4;13,2
De 30 a 34 años;Porcentaje;Mujeres;2014T3;13,0
De 30 a 34 años;Porcentaje;Mujeres;2014T2;13,4
De 30 a 34 años;Porcentaje;Mujeres;2014T1;14,3
